time	motionlevel
01232013153242584	0.00000976562478172127
01232013153244023	0.00000325520841215621
01232013153246505	0.00000325520841215621
01232013153247224	0.00000325520841215621
01232013153248664	0.00000325520841215621
01232013153249384	0.00000325520841215621
01232013153250105	0.00000325520841215621
01232013153250665	0.00000651041682431242
01232013153252665	0.00000325520841215621
01232013153252984	0.00000325520841215621
01232013153253544	0.00000325520841215621
01232013153254184	0.00000325520841215621
01232013153254905	0.00000325520841215621
01232013153255705	0.00000325520841215621
01232013153257704	0.00000325520841215621
01232013153258264	0.00000325520841215621
01232013153258664	0.00000325520841215621
01232013153300425	0.00000325520841215621
01232013153301161	0.00000325520841215621
01232013153301321	0.00000325520841215621
01232013153302761	0.00000325520841215621
01232013153302921	0.00000651041682431242
01232013153304521	0.00000325520841215621
01232013153304680	0.00000651041682431242
01232013153307560	0.00000325520841215621
01232013153308200	0.00000325520841215621
01232013153309160	0.00000325520841215621
01232013153309641	0.000123697915114462
01232013153312681	0.00000325520841215621
01232013153313001	0.00000651041682431242
01232013153313482	0.0110384114086628
01232013153313566	0.0452376306056976
01232013153313644	0.0000227864584303461
01232013153313801	0.0000292968743451638
01232013153314442	0.00000325520841215621
01232013153314521	0.00000325520841215621
01232013153314684	0.00000325520841215621
01232013153314841	0.00000325520841215621
01232013153314921	0.00000325520841215621
01232013153315882	0.00000325520841215621
01232013153316521	0.00000325520841215621
01232013153316681	0.0000162760425155284
01232013153316761	0.0000130208336486248
01232013153317321	0.00000325520841215621
01232013153317881	0.00000325520841215621
01232013153319898	0.00000976562478172127
01232013153321018	0.00000976562478172127
01232013153321817	0.00000325520841215621
01232013153322457	0.00000325520841215621
01232013153323017	0.00000325520841215621
01232013153323098	0.00000325520841215621
01232013153323257	0.00000325520841215621
01232013153323417	0.00000325520841215621
01232013153323738	0.00000651041682431242
01232013153324377	0.00000325520841215621
01232013153324698	0.000195312502910383
01232013153324779	0.0000585937486903276
01232013153325020	0.00000325520841215621
01232013153325338	0.00000325520841215621
01232013153326538	0.00000325520841215621
01232013153326780	0.000139973955811001
01232013153326859	0.0000162760425155284
01232013153326938	0.0000162760425155284
01232013153327018	0.00000325520841215621
01232013153328777	0.00000325520841215621
01232013153329179	0.00000325520841215621
01232013153331578	0.00000325520841215621
01232013153332138	0.00000651041682431242
01232013153332218	0.00000325520841215621
01232013153332378	0.00000325520841215621
01232013153332618	0.00000325520841215621
01232013153333578	0.00000325520841215621
01232013153333898	0.00000325520841215621
01232013153334858	0.00000325520841215621
01232013153336698	0.00000325520841215621
01232013153337274	0.00000325520841215621
01232013153337594	0.00000325520841215621
01232013153338553	0.00000325520841215621
01232013153339834	0.00000325520841215621
01232013153340554	0.00000325520841215621
01232013153341595	0.00000325520841215621
01232013153341756	0.00000325520841215621
01232013153343355	0.00000325520841215621
01232013153343434	0.00000651041682431242
01232013153343674	0.00000325520841215621
01232013153344235	0.00000325520841215621
01232013153344874	0.00000325520841215621
01232013153345035	0.00000325520841215621
01232013153345514	0.00000325520841215621
01232013153346074	0.0000162760425155284
01232013153347435	0.00000325520841215621
01232013153347754	0.00000325520841215621
01232013153348554	0.0000813802107586525
01232013153348634	0.00000976562478172127
01232013153349674	0.00000325520841215621
01232013153350154	0.00000651041682431242
01232013153350795	0.00000325520841215621
01232013153351035	0.00000325520841215621
01232013153351675	0.00000325520841215621
01232013153354955	0.00000976562478172127
01232013153355451	0.00000325520841215621
01232013153355610	0.00000325520841215621
01232013153358170	0.00000325520841215621
01232013153358410	0.00000325520841215621
01232013153400331	0.00000651041682431242
01232013153402571	0.00000325520841215621
01232013153404011	0.00000651041682431242
01232013153404411	0.0000325520850310568
01232013153404491	0.0000683593752910383
01232013153404971	0.00000325520841215621
01232013153405371	0.00000325520841215621
01232013153405451	0.00000325520841215621
01232013153406811	0.00000325520841215621
01232013153407851	0.00000325520841215621
01232013153408090	0.00000325520841215621
01232013153408491	0.00000325520841215621
01232013153411051	0.00000325520841215621
01232013153411532	0.00000325520841215621
01232013153411851	0.00000325520841215621
01232013153411932	0.00000325520841215621
01232013153413547	0.00000325520841215621
01232013153413628	0.00000325520841215621
01232013153413867	0.00000325520841215621
01232013153414188	0.00000976562478172127
01232013153414268	0.00000651041682431242
01232013153414427	0.00000325520841215621
01232013153415627	0.00000325520841215621
01232013153416667	0.00000325520841215621
01232013153417867	0.00000325520841215621
01232013153417947	0.00000325520841215621
01232013153418667	0.00000325520841215621
01232013153419147	0.0000195312495634425
01232013153419559	0.000123697915114462
01232013153419868	0.000152994791278616
01232013153419948	0.0000618489575572312
01232013153420028	0.00000651041682431242
01232013153420348	0.00000325520841215621
01232013153420829	0.00000651041682431242
01232013153421068	0.0368229150772095
01232013153421148	0.0457226559519768
01232013153421229	0.000117187497380655
01232013153421868	0.00000325520841215621
01232013153421948	0.00000325520841215621
01232013153422508	0.0154069010168314
01232013153422588	0.0750162750482559
01232013153423148	0.00000325520841215621
01232013153423869	0.00000325520841215621
01232013153424988	0.0000683593752910383
01232013153425148	0.0000651041700621136
01232013153425228	0.0000260416672972497
01232013153425308	0.0000390624991268851
01232013153425388	0.0000227864584303461
01232013153425468	0.0000195312495634425
01232013153425548	0.0000260416672972497
01232013153425632	0.0000260416672972497
01232013153425708	0.000442708347691223
01232013153425788	0.0947005227208138
01232013153425868	0.00193033856339753
01232013153425948	0.0000130208336486248
01232013153426028	0.0000162760425155284
01232013153428748	0.00000325520841215621
01232013153430189	0.00000325520841215621
01232013153430349	0.00000325520841215621
01232013153430749	0.00000325520841215621
01232013153430988	0.00000325520841215621
01232013153431149	0.00000325520841215621
01232013153431469	0.00630533834919333
01232013153431564	0.0000130208336486248
01232013153431645	0.00114583328831941
01232013153431726	0.238961592316628
01232013153431805	0.463932305574417
01232013153431885	0.48799803853035
01232013153431965	0.234186202287674
01232013153432044	0.0014518229290843
01232013153433005	0.00000325520841215621
01232013153434605	0.00000325520841215621
01232013153435404	0.00000325520841215621
01232013153436606	0.0000944010389503092
01232013153437164	0.00000325520841215621
01232013153437405	0.0000520833345944993
01232013153437485	0.0000358072902599815
01232013153437565	0.0000553385434614029
01232013153437645	0.0000227864584303461
01232013153437725	0.0000944010389503092
01232013153437884	0.000530598976183683
01232013153437964	0.000514322891831398
01232013153438044	0.000266927090706304
01232013153438285	0.00000976562478172127
01232013153438364	0.0000423177079937886
01232013153438444	0.00000325520841215621
01232013153438764	0.00188802077900618
01232013153438844	0.0944726541638374
01232013153438924	0.00150716141797602
01232013153439004	0.0000911458337213844
01232013153439164	0.0000292968743451638
01232013153439244	0.0000260416672972497
01232013153439325	0.00000651041682431242
01232013153440045	0.00000325520841215621
01232013153440285	0.00000325520841215621
01232013153441645	0.00000651041682431242
01232013153442685	0.00000325520841215621
01232013153444045	0.00000325520841215621
01232013153444365	0.00000325520841215621
01232013153444605	0.00000325520841215621
01232013153445565	0.00000325520841215621
01232013153445805	0.00000325520841215621
01232013153446045	0.00000325520841215621
01232013153446764	0.00000325520841215621
01232013153446925	0.00000325520841215621
01232013153448125	0.00000651041682431242
01232013153449405	0.00000325520841215621
01232013153450142	0.00000325520841215621
01232013153450541	0.00000325520841215621
01232013153452622	0.00000651041682431242
01232013153452781	0.00000651041682431242
01232013153453501	0.00000325520841215621
01232013153454461	0.00000651041682431242
01232013153454621	0.00000325520841215621
01232013153454702	0.00000325520841215621
01232013153456541	0.00000325520841215621
01232013153457741	0.00000325520841215621
01232013153457901	0.00000325520841215621
01232013153458141	0.00000325520841215621
01232013153459181	0.00000325520841215621
01232013153500222	0.00000651041682431242
01232013153500302	0.00000325520841215621
01232013153501102	0.00000325520841215621
01232013153501502	0.00000325520841215621
01232013153506382	0.00000325520841215621
01232013153506461	0.00000325520841215621
01232013153506861	0.00000325520841215621
01232013153507341	0.00000651041682431242
01232013153510079	0.00000651041682431242
01232013153510318	0.00000325520841215621
01232013153510638	0.00000325520841215621
01232013153512558	0.00000325520841215621
01232013153512878	0.00000325520841215621
01232013153513038	0.00000325520841215621
01232013153513518	0.00000325520841215621
01232013153513758	0.00000325520841215621
01232013153516398	0.00000325520841215621
01232013153516959	0.00000325520841215621
01232013153517038	0.00000325520841215621
01232013153517438	0.00000651041682431242
01232013153517518	0.00000325520841215621
01232013153517678	0.00000325520841215621
01232013153517838	0.00000325520841215621
01232013153518318	0.00000325520841215621
01232013153519037	0.00000325520841215621
01232013153519198	0.0000130208336486248
01232013153519919	0.00000325520841215621
01232013153523199	0.00000325520841215621
01232013153523679	0.00000325520841215621
01232013153523839	0.00000325520841215621
01232013153526574	0.00000325520841215621
01232013153527134	0.00000325520841215621
01232013153527695	0.00000325520841215621
01232013153529214	0.00000325520841215621
01232013153530415	0.00000325520841215621
01232013153530735	0.00000325520841215621
01232013153531216	0.0000130208336486248
01232013153531296	0.000524088565725833
01232013153531376	0.000234374994761311
01232013153531456	0.00000651041682431242
01232013153531696	0.00000325520841215621
01232013153532335	0.00000325520841215621
01232013153533056	0.00000325520841215621
01232013153533535	0.00000651041682431242
01232013153534255	0.00000325520841215621
01232013153534815	0.00000325520841215621
01232013153535935	0.00000325520841215621
01232013153536655	0.00000325520841215621
01232013153537375	0.00000325520841215621
01232013153538655	0.00000325520841215621
01232013153538735	0.00000325520841215621
01232013153539055	0.00000325520841215621
01232013153539134	0.00000325520841215621
01232013153539774	0.00000325520841215621
01232013153541136	0.00000325520841215621
01232013153541936	0.00000325520841215621
01232013153542096	0.00000325520841215621
01232013153542816	0.00000325520841215621
01232013153543457	0.00000325520841215621
01232013153543696	0.00000325520841215621
01232013153546191	0.00000325520841215621
01232013153546751	0.00000325520841215621
01232013153548112	0.00000325520841215621
01232013153548271	0.00000325520841215621
01232013153548672	0.00000325520841215621
01232013153548911	0.00000651041682431242
01232013153549071	0.00000325520841215621
01232013153549311	0.00000325520841215621
01232013153549792	0.00000651041682431242
01232013153549952	0.00000325520841215621
01232013153550272	0.00000325520841215621
01232013153550432	0.00000325520841215621
01232013153550752	0.00000325520841215621
01232013153550992	0.0000130208336486248
01232013153552672	0.00000325520841215621
01232013153553472	0.00000325520841215621
01232013153553712	0.00000325520841215621
01232013153553872	0.00000325520841215621
01232013153554832	0.00000325520841215621
01232013153555232	0.00000325520841215621
01232013153555472	0.00000325520841215621
01232013153555872	0.00000325520841215621
01232013153556592	0.00000325520841215621
01232013153556992	0.00000325520841215621
01232013153558432	0.00000325520841215621
01232013153558992	0.00000325520841215621
01232013153600672	0.00000651041682431242
01232013153600753	0.00000325520841215621
01232013153601792	0.00000651041682431242
01232013153604528	0.00000325520841215621
01232013153604608	0.00000325520841215621
01232013153604928	0.00000325520841215621
01232013153606528	0.00000325520841215621
01232013153607008	0.00000325520841215621
01232013153607088	0.00000325520841215621
01232013153609168	0.00000325520841215621
01232013153609488	0.00000651041682431242
01232013153611409	0.00000976562478172127
01232013153611889	0.00000325520841215621
01232013153611969	0.00000325520841215621
01232013153612449	0.00000325520841215621
01232013153614209	0.00000325520841215621
01232013153614449	0.00000651041682431242
01232013153614689	0.00000325520841215621
01232013153614850	0.00000651041682431242
01232013153615249	0.00000325520841215621
01232013153615408	0.00000651041682431242
01232013153615808	0.00000325520841215621
01232013153615889	0.00000325520841215621
01232013153617248	0.00000325520841215621
01232013153617408	0.00000325520841215621
01232013153617729	0.00000325520841215621
01232013153617969	0.00000976562478172127
01232013153618048	0.00000651041682431242
01232013153618129	0.00000325520841215621
01232013153618689	0.00000325520841215621
01232013153619728	0.00000325520841215621
01232013153620369	0.00000325520841215621
01232013153620609	0.00000651041682431242
01232013153620689	0.00000651041682431242
01232013153621265	0.00000651041682431242
01232013153622305	0.00000325520841215621
01232013153623025	0.00000325520841215621
01232013153624225	0.00000325520841215621
01232013153624945	0.00000325520841215621
01232013153626785	0.00000325520841215621
01232013153627025	0.00000325520841215621
01232013153627265	0.00000325520841215621
01232013153627664	0.00000651041682431242
01232013153628625	0.00000325520841215621
01232013153628705	0.00000325520841215621
01232013153629745	0.00000325520841215621
01232013153630066	0.00000325520841215621
01232013153630226	0.00000325520841215621
01232013153630866	0.00000325520841215621
01232013153631106	0.00000325520841215621
01232013153631825	0.00000651041682431242
01232013153632226	0.00000325520841215621
01232013153632466	0.00000325520841215621
01232013153632546	0.00000325520841215621
01232013153632786	0.00000325520841215621
01232013153633746	0.00000651041682431242
01232013153633825	0.00000325520841215621
01232013153634706	0.00000325520841215621
01232013153635506	0.00000325520841215621
01232013153635905	0.00000325520841215621
01232013153636305	0.00000325520841215621
01232013153637025	0.00000325520841215621
01232013153638305	0.00000325520841215621
01232013153638961	0.00000325520841215621
01232013153639441	0.00000325520841215621
01232013153640322	0.00000325520841215621
01232013153641922	0.00000325520841215621
01232013153644002	0.00000325520841215621
01232013153644323	0.00000325520841215621
01232013153646082	0.00000325520841215621
01232013153646242	0.00000651041682431242
01232013153647122	0.00000325520841215621
01232013153647362	0.00000325520841215621
01232013153647522	0.00000651041682431242
01232013153648962	0.00000325520841215621
01232013153649602	0.00000325520841215621
01232013153650082	0.00000325520841215621
01232013153650964	0.00000325520841215621
01232013153651042	0.00000325520841215621
01232013153652242	0.00000325520841215621
01232013153652803	0.00000325520841215621
01232013153653682	0.00000325520841215621
01232013153654163	0.00000325520841215621
01232013153654482	0.00000976562478172127
01232013153654722	0.00000325520841215621
01232013153654882	0.00000325520841215621
01232013153655922	0.00000325520841215621
01232013153656403	0.00000325520841215621
01232013153657778	0.00000325520841215621
01232013153658658	0.00000325520841215621
01232013153659298	0.00000325520841215621
01232013153659458	0.00000325520841215621
01232013153700579	0.000146484380820766
01232013153700659	0.00000976562478172127
01232013153701780	0.0000130208336486248
01232013153701859	0.0000781249982537702
01232013153701939	0.00000651041682431242
01232013153702420	0.00000325520841215621
01232013153702660	0.00000325520841215621
01232013153702979	0.0000130208336486248
01232013153704019	0.00000325520841215621
01232013153704338	0.00000325520841215621
01232013153704499	0.00000651041682431242
01232013153706341	0.00000325520841215621
01232013153706419	0.00000325520841215621
01232013153707699	0.00000325520841215621
01232013153708819	0.00000325520841215621
01232013153709859	0.00000325520841215621
01232013153709940	0.00000325520841215621
01232013153711139	0.00000651041682431242
01232013153712339	0.00000325520841215621
01232013153713059	0.00000651041682431242
01232013153713219	0.00000976562478172127
01232013153713860	0.00000325520841215621
01232013153713943	0.0000162760425155284
01232013153714659	0.00000325520841215621
01232013153714819	0.00000325520841215621
01232013153715060	0.00000325520841215621
01232013153715563	0.00000325520841215621
01232013153715643	0.129127606749535
01232013153715723	0.0671581998467445
01232013153715795	0.000175781256984919
01232013153715877	0.376764327287674
01232013153715963	0.135856121778488
01232013153716278	0.00000325520841215621
01232013153716360	0.00000325520841215621
01232013153716679	0.00000976562478172127
01232013153716995	0.00000325520841215621
01232013153717315	0.00000325520841215621
01232013153717395	0.00000325520841215621
01232013153717795	0.00000325520841215621
01232013153717955	0.00000325520841215621
01232013153718035	0.00000325520841215621
01232013153718115	0.00000325520841215621
01232013153718355	0.00000325520841215621
01232013153718755	0.00000325520841215621
01232013153718835	0.00000325520841215621
01232013153719075	0.00000651041682431242
01232013153719318	0.00000325520841215621
01232013153719556	0.00000325520841215621
01232013153719638	0.00000651041682431242
01232013153719720	0.380966782569885
01232013153719806	0.129267573356628
01232013153719884	0.00000976562478172127
01232013153719959	0.1328125
01232013153720116	0.00506510399281979
01232013153720201	0.00000325520841215621
01232013153720280	0.000172526037204079
01232013153720599	0.00000325520841215621
01232013153724682	0.00000325520841215621
01232013153724837	0.0012076823040843
01232013153724997	0.00000325520841215621
01232013153726356	0.00000325520841215621
01232013153726755	0.00000325520841215621
01232013153726996	0.00000325520841215621
01232013153727155	0.00000325520841215621
01232013153728916	0.00000325520841215621
01232013153732214	0.0116015626117587
01232013153732291	0.0769433602690697
01232013153732436	0.0919889286160469
01232013153732596	0.00000325520841215621
01232013153734292	0.00000976562478172127
01232013153734372	0.00000651041682431242
01232013153735332	0.00000325520841215621
01232013153736052	0.00000325520841215621
01232013153738532	0.0000195312495634425
01232013153738612	0.00346354162320495
01232013153739572	0.00000325520841215621
01232013153743252	0.00000325520841215621
01232013153743492	0.00000325520841215621
01232013153743813	0.00000325520841215621
01232013153744452	0.00000325520841215621
01232013153745172	0.00000325520841215621
01232013153745973	0.00000651041682431242
01232013153747413	0.00000325520841215621
01232013153747492	0.00000325520841215621
01232013153747573	0.00000325520841215621
01232013153747976	0.0122200520709157
01232013153748057	0.0516601577401161
01232013153748933	0.00000325520841215621
01232013153749093	0.00000651041682431242
01232013153749333	0.00000325520841215621
01232013153749413	0.00000325520841215621
01232013153749973	0.00000325520841215621
01232013153753109	0.00000325520841215621
01232013153753189	0.0000227864584303461
01232013153753589	0.00000325520841215621
01232013153755349	0.00000325520841215621
01232013153757191	0.00000325520841215621
01232013153758790	0.00000976562478172127
01232013153800150	0.00000325520841215621
01232013153800796	0.00000325520841215621
01232013153800870	0.00000325520841215621
01232013153800950	0.00000325520841215621
01232013153801670	0.00000325520841215621
01232013153803429	0.00000325520841215621
01232013153805269	0.00000325520841215621
01232013153805349	0.00000325520841215621
01232013153806469	0.00000325520841215621
01232013153807429	0.00000325520841215621
01232013153809030	0.00000325520841215621
01232013153811047	0.00000325520841215621
01232013153811215	0.00000325520841215621
01232013153813286	0.00000325520841215621
01232013153813846	0.00000325520841215621
01232013153815125	0.00000325520841215621
01232013153815526	0.00000325520841215621
01232013153815926	0.00000325520841215621
01232013153816006	0.00000651041682431242
01232013153816885	0.00000325520841215621
01232013153817846	0.00000651041682431242
01232013153821926	0.00000651041682431242
01232013153822646	0.00000325520841215621
01232013153823286	0.00000325520841215621
01232013153824886	0.00000325520841215621
01232013153827046	0.00000976562478172127
01232013153827765	0.00000325520841215621
01232013153829862	0.00000325520841215621
01232013153832823	0.00000325520841215621
01232013153833462	0.00000325520841215621
01232013153834022	0.00000325520841215621
01232013153835862	0.00000325520841215621
01232013153835942	0.00000325520841215621
01232013153836663	0.00000325520841215621
01232013153836742	0.152926430106163
01232013153836823	0.331285804510117
01232013153837142	0.00000325520841215621
01232013153838102	0.00000325520841215621
01232013153838183	0.00000325520841215621
01232013153839142	0.00000976562478172127
01232013153839703	0.00000325520841215621
01232013153839864	0.00000976562478172127
01232013153840108	0.344544261693954
01232013153840191	0.256461590528488
01232013153840264	0.00000325520841215621
01232013153840354	0.129628911614418
01232013153840509	0.00988606736063957
01232013153840664	0.000527343770954758
01232013153840744	0.00000651041682431242
01232013153840831	0.00000325520841215621
01232013153842504	0.00000325520841215621
01232013153843383	0.00000325520841215621
01232013153846758	0.00000325520841215621
01232013153846838	0.00000651041682431242
01232013153847878	0.00000651041682431242
01232013153849718	0.00000325520841215621
01232013153852039	0.00000325520841215621
01232013153852919	0.00000325520841215621
01232013153852999	0.00000325520841215621
01232013153853559	0.0000130208336486248
01232013153854039	0.00000325520841215621
01232013153858439	0.00000651041682431242
01232013153901640	0.00000325520841215621
01232013153902443	0.00000325520841215621
01232013153902599	0.00000325520841215621
01232013153904279	0.00000976562478172127
01232013153904359	0.00000325520841215621
01232013153905015	0.00000325520841215621
01232013153906215	0.00000325520841215621
01232013153906775	0.00000325520841215621
01232013153908855	0.00000325520841215621
01232013153909576	0.00000325520841215621
01232013153910616	0.00000651041682431242
01232013153911736	0.00000325520841215621
01232013153912616	0.00000325520841215621
01232013153913416	0.00000325520841215621
01232013153913737	0.00000325520841215621
01232013153914856	0.00000325520841215621
01232013153916136	0.00000325520841215621
01232013153917656	0.00000325520841215621
01232013153917896	0.00000651041682431242
01232013153918376	0.00000325520841215621
01232013153919976	0.00000325520841215621
01232013153920297	0.00000651041682431242
01232013153921336	0.00000325520841215621
01232013153922456	0.00000325520841215621
01232013153922536	0.00000325520841215621
01232013153924712	0.00000325520841215621
01232013153925672	0.00000325520841215621
01232013153927993	0.00000325520841215621
01232013153929592	0.00000325520841215621
01232013153930074	0.00000651041682431242
01232013153932074	0.00000325520841215621
01232013153932153	0.00025065103545785
01232013153932233	0.0000911458337213844
01232013153932312	0.00000976562478172127
01232013153933433	0.00000325520841215621
01232013153933526	0.00000325520841215621
01232013153933914	0.252675771713257
01232013153933993	0.31571289896965
01232013153934313	0.0000130208336486248
01232013153934473	0.00000651041682431242
01232013153934556	0.00000325520841215621
01232013153935113	0.00000325520841215621
01232013153935433	0.00000325520841215621
01232013153935672	0.00000325520841215621
01232013153935753	0.00000651041682431242
01232013153936076	0.00000325520841215621
01232013153936152	0.00000325520841215621
01232013153936233	0.00000325520841215621
01232013153936393	0.00000325520841215621
01232013153936804	0.00000325520841215621
01232013153937193	0.00000325520841215621
01232013153937514	0.00000325520841215621
01232013153938233	0.00000325520841215621
01232013153938473	0.0000130208336486248
01232013153938792	0.00000325520841215621
01232013153938873	0.00000976562478172127
01232013153938954	0.00000325520841215621
01232013153939112	0.00000976562478172127
01232013153939436	0.00000651041682431242
01232013153939514	0.00000325520841215621
01232013153939757	0.356923818588257
01232013153939839	0.236074224114418
01232013153939995	0.0693489611148834
01232013153940073	0.000794270832557231
01232013153940159	0.0128710940480232
01232013153940316	0.0044205728918314
01232013153940395	0.00000325520841215621
01232013153940635	0.000143229161039926
01232013153940717	0.00000325520841215621
01232013153940799	0.00000325520841215621
01232013153941131	0.00000651041682431242
01232013153941290	0.00000325520841215621
01232013153944569	0.00000325520841215621
01232013153944729	0.00000325520841215621
01232013153946411	0.0000260416672972497
01232013153948009	0.0000618489575572312
01232013153948090	0.000110677086922806
01232013153948170	0.000273437501164153
01232013153948412	0.00000651041682431242
01232013153948489	0.00000325520841215621
01232013153948970	0.00000325520841215621
01232013153950652	0.00000325520841215621
01232013153951609	0.00000325520841215621
01232013153952010	0.00000325520841215621
01232013153952170	0.00000325520841215621
01232013153953050	0.00000325520841215621
01232013153953770	0.00000325520841215621
01232013153954090	0.00000325520841215621
01232013153956489	0.0000325520850310568
01232013153958095	0.00000325520841215621
01232013153958812	0.00000325520841215621
01232013154000906	0.00298828119412065
01232013154001386	0.0000390624991268851
01232013154001466	0.0009765625
01232013154002588	0.000302734377328306
01232013154002669	0.0000618489575572312
01232013154002749	0.0120735680684447
01232013154003310	0.000618489575572312
01232013154004267	0.00000651041682431242
01232013154004746	0.0000130208336486248
01232013154006273	0.00313802086748183
01232013154006586	0.00000976562478172127
01232013154006667	0.0000358072902599815
01232013154007466	0.00000325520841215621
01232013154008346	0.00000325520841215621
01232013154008506	0.00000325520841215621
01232013154008986	0.00000325520841215621
01232013154009545	0.0000390624991268851
01232013154009786	0.00000325520841215621
01232013154009948	0.00186848954763263
01232013154010026	0.0036490885540843
01232013154010107	0.0167740881443024
01232013154010266	0.00000325520841215621
01232013154010426	0.00000325520841215621
01232013154010507	0.00000325520841215621
01232013154010589	0.00777018209919333
01232013154010667	0.0474088527262211
01232013154010748	0.0785123705863953
01232013154011070	0.00000651041682431242
01232013154011147	0.00000651041682431242
01232013154011546	0.000524088565725833
01232013154011627	0.000455729168606922
01232013154011712	0.000618489575572312
01232013154011793	0.0000781249982537702
01232013154011951	0.101204425096512
